name,rate,rating_numerator,dog_stage,comments,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,expanded_urls,text_url,jpg_url,timestamp,rating_denominator,tweet_id
bo,1.1,11,pupper,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,4581,14010,toy poodle,0.92,True,miniature poodle,0.06,True,maltese dog,0.01,True,https://twitter.com/dog_rates/status/681694085539872773/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,2015-12-29,10,681694085539872773
sndr,1.1,11,,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10 https://t.co/orbkAq9kYF,315,750,chihuahua,0.37,True,pomeranian,0.28,True,papillon,0.18,True,https://twitter.com/dog_rates/status/670290420111441920/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CU1Zgk7UcAAjw2t.jpg,2015-11-27,10,670290420111441920
lim,1.1,11,,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10 https://t.co/uQMFKv1vjn",373,822,italian greyhound,0.33,True,american staffordshire terrier,0.31,True,whippet,0.11,True,https://twitter.com/dog_rates/status/670061506722140161/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUyJYk1WoAMPROb.jpg,2015-11-27,10,670061506722140161
ben,1.1,11,,This is Ben &amp; Carson. It's impossible for them to tilt their heads in the same direction. Cheeky wink by Ben. 11/10s https://t.co/465sIBdvzU,191,684,blenheim spaniel,1.0,True,beagle,0.0,True,brittany spaniel,0.0,True,https://twitter.com/dog_rates/status/670046952931721218/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUx8JSEXIAU6zPp.jpg,2015-11-27,10,670046952931721218
ulysses,1.1,11,,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,2294,7223,schipperke,1.0,True,groenendael,0.0,True,miniature pinscher,0.0,True,https://twitter.com/dog_rates/status/682032003584274432/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,2015-12-30,10,682032003584274432
kreg,1.1,11,,This is Kreg. He's riding an invisible jet ski. 11/10 that's downright legendary https://t.co/BA5AV5dx6Y,773,2441,vizsla,0.66,True,paddle,0.09,False,rhodesian ridgeback,0.05,True,https://twitter.com/dog_rates/status/682393905736888321/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,2015-12-31,10,682393905736888321
ndru,1.1,11,,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru https://t.co/1VJoY3OJ1F,183,536,vizsla,0.74,True,redbone,0.22,True,rhodesian ridgeback,0.03,True,https://twitter.com/dog_rates/status/669942763794931712/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUwdYL5UsAAP0XX.jpg,2015-11-26,10,669942763794931712
joey,1.1,11,,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB,1207,3326,beagle,0.41,True,cardigan,0.26,True,basset,0.17,True,https://twitter.com/dog_rates/status/682662431982772225/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,2015-12-31,10,682662431982772225
jck,1.1,11,,"Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/YHXrdUTHd6",2702,8356,french bulldog,0.99,True,boston bull,0.0,True,pug,0.0,True,https://twitter.com/dog_rates/status/683391852557561860/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,2016-01-02,10,683391852557561860
bnjo,1.1,11,pupper,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,1118,2878,keeshond,0.51,True,chow,0.44,True,german shepherd,0.01,True,https://twitter.com/dog_rates/status/683481228088049664/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,2016-01-03,10,683481228088049664
griffin,1.1,11,,This is Griffin. He's desperate for both a physical and emotion connection. 11/10 I'd hug the hell out of Griffin https://t.co/ObWcOEekt0,1095,3469,airedale,0.95,True,irish terrier,0.03,True,lakeland terrier,0.02,True,https://twitter.com/dog_rates/status/683498322573824003/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,2016-01-03,10,683498322573824003
sebstin,1.1,11,,Meet Sebastian. He's a womanizer. Romantic af. Always covered in flower petals. Also a poet. 11/10 dreamy as hell https://t.co/eoL1bCpWCg,3781,7162,pembroke,0.9,True,cardigan,0.02,True,cocker spaniel,0.02,True,https://twitter.com/dog_rates/status/683742671509258241/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,2016-01-03,10,683742671509258241
,1.1,143,,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",239,1369,golden retriever,0.2,True,samoyed,0.07,True,great pyrenees,0.07,True,"https://twitter.com/dog_rates/status/684225744407494656/photo/1,https://twitter.com/dog_rates/status/684225744407494656/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,2016-01-05,130,684225744407494656
jeremy,1.1,11,,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10 https://t.co/LqAMlFVBoY,641,1386,basset,0.61,True,welsh springer spaniel,0.18,True,saint bernard,0.12,True,https://twitter.com/dog_rates/status/668975677807423489/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,2015-11-24,10,668975677807423489
sydee,1.1,11,,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick https://t.co/Eh2v0AyJbi,134,390,labrador retriever,0.37,True,german short-haired pointer,0.28,True,chesapeake bay retriever,0.18,True,https://twitter.com/dog_rates/status/669359674819481600/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUoLEG3XAAE65I0.jpg,2015-11-25,10,669359674819481600
theodore,1.1,11,,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,1124,2979,miniature schnauzer,0.29,True,norfolk terrier,0.16,True,west highland white terrier,0.12,True,https://twitter.com/dog_rates/status/684800227459624960/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,2016-01-06,10,684800227459624960
perry,1.1,11,,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,605,2053,pembroke,0.71,True,cardigan,0.29,True,dingo,0.0,False,https://twitter.com/dog_rates/status/684902183876321280/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,2016-01-07,10,684902183876321280
bruiser,1.1,11,,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,552,3849,labrador retriever,0.77,True,golden retriever,0.14,True,lion,0.02,False,https://twitter.com/dog_rates/status/684926975086034944/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,2016-01-07,10,684926975086034944
rlf,1.1,11,,Meet Ralf. He's a miniature Buick DiCaprio. Can float (whoa). Loves to beach. Snazzy green vest. 11/10 I'd hug Ralf https://t.co/R5Z6jBTdhc,223,525,seashore,0.2,False,cardigan,0.13,True,sandbar,0.1,False,https://twitter.com/dog_rates/status/669324657376567296/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUnrN7vUcAAfGvN.jpg,2015-11-25,10,669324657376567296
gerbld,1.1,11,pupper,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,1620,4489,bernese mountain dog,0.98,True,appenzeller,0.01,True,entlebucher,0.01,True,https://twitter.com/dog_rates/status/685169283572338688/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,2016-01-07,10,685169283572338688
lfie,1.1,11,,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,764,2566,dishwasher,0.89,False,stove,0.01,False,old english sheepdog,0.01,True,https://twitter.com/dog_rates/status/685198997565345792/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,2016-01-07,10,685198997565345792
petrick,1.1,11,floofer,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,496,2262,pomeranian,0.96,True,shetland sheepdog,0.02,True,keeshond,0.01,True,https://twitter.com/dog_rates/status/685307451701334016/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,2016-01-08,10,685307451701334016
terrnce,1.1,11,,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/ixcuUYCbdD,6965,22118,pembroke,0.82,True,cardigan,0.18,True,basenji,0.0,True,https://twitter.com/dog_rates/status/669000397445533696/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CUjETvDVAAI8LIy.jpg,2015-11-24,10,669000397445533696
,1.1,11,,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,1234,3676,chow,0.47,True,pomeranian,0.16,True,eskimo dog,0.11,True,"https://twitter.com/dog_rates/status/685315239903100929/photo/1,https://twitter.com/dog_rates/status/685315239903100929/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYK6kf0WMAAzP-0.jpg,2016-01-08,10,685315239903100929
,1.1,11,pupper,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,472,2704,rhodesian ridgeback,0.89,True,redbone,0.04,True,seat belt,0.01,False,https://twitter.com/dog_rates/status/686007916130873345/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYUwjz-UAAEcdi8.jpg,2016-01-10,10,686007916130873345
flávio,1.1,11,,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,836,2420,pomeranian,0.99,True,keeshond,0.0,True,pekinese,0.0,True,https://twitter.com/dog_rates/status/686050296934563840/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,2016-01-10,10,686050296934563840
crimson,1.1,11,,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc,996,3553,yorkshire terrier,0.48,True,silky terrier,0.17,True,australian terrier,0.09,True,https://twitter.com/dog_rates/status/686386521809772549/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,2016-01-11,10,686386521809772549
,1.1,11,,"""🎶 DO YOU BELIEVE IN LIFE AFTER LOVE 🎶""
11/10 https://t.co/URNs5zFskc",437,1194,dandie dinmont,0.18,True,black-footed ferret,0.1,False,toy poodle,0.06,True,https://twitter.com/dog_rates/status/674739953134403584/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CV0oaHFW4AA9Coi.jpg,2015-12-09,10,674739953134403584
suki,1.1,11,,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb,1127,4217,malamute,0.37,True,siberian husky,0.36,True,eskimo dog,0.27,True,https://twitter.com/dog_rates/status/718234618122661888/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,2016-04-08,10,718234618122661888
bruce,1.1,11,,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,3732,14081,labrador retriever,0.43,True,great dane,0.19,True,curly-coated retriever,0.15,True,https://twitter.com/dog_rates/status/790277117346975746/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,2016-10-23,10,790277117346975746
frnkie,1.1,11,,This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,2970,10039,malamute,0.76,True,eskimo dog,0.15,True,siberian husky,0.08,True,"https://twitter.com/dog_rates/status/784517518371221505/photo/1,https://twitter.com/dog_rates/status/784517518371221505/photo/1,https://twitter.com/dog_rates/status/784517518371221505/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,2016-10-07,10,784517518371221505
bo,1.1,11,,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out. 11/10 for both https://t.co/1acHQS8rvK,3952,0,golden retriever,0.74,True,sussex spaniel,0.06,True,labrador retriever,0.05,True,"https://twitter.com/dog_rates/status/761004547850530816/photo/1,https://twitter.com/dog_rates/status/761004547850530816/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Co-hmcYXYAASkiG.jpg,2016-10-17,10,788070120937619456
qu,1.1,11,pupper,Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE,3144,8945,labrador retriever,0.79,True,flat-coated retriever,0.05,True,chesapeake bay retriever,0.03,True,"https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cksz42EW0AAh2NF.jpg,2016-06-11,10,741743634094141440
phil,1.1,11,,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq,2266,7457,cardigan,0.57,True,border collie,0.12,True,appenzeller,0.05,True,https://twitter.com/dog_rates/status/742385895052087300/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ck18CFcXIAAUWoy.jpg,2016-06-13,10,742385895052087300
frnk,1.1,11,,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,3540,9717,pug,0.36,True,french bulldog,0.22,True,english setter,0.08,True,"https://twitter.com/dog_rates/status/787810552592695296/photo/1,https://twitter.com/dog_rates/status/787810552592695296/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,2016-10-17,10,787810552592695296
moose,1.1,11,,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,3300,12120,chihuahua,0.9,True,toy terrier,0.02,True,miniature pinscher,0.02,True,https://twitter.com/dog_rates/status/787397959788929025/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,2016-10-15,10,787397959788929025
bentley,1.1,11,,Say hello to Bentley and Millie. They do everything together. Besties forever. Both 11/10 https://t.co/vU3tKr4vTn,1066,3863,rapeseed,0.88,False,standard poodle,0.06,True,great pyrenees,0.03,True,"https://twitter.com/dog_rates/status/743545585370791937/photo/1,https://twitter.com/dog_rates/status/743545585370791937/photo/1,https://twitter.com/dog_rates/status/743545585370791937/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/ClGawiUWAAAgs0w.jpg,2016-06-16,10,743545585370791937
dle,1.1,11,,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,3601,10497,pembroke,0.71,True,cardigan,0.29,True,chow,0.0,True,https://twitter.com/dog_rates/status/786595970293370880/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,2016-10-13,10,786595970293370880
geno,1.1,11,,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2,1231,4551,bull mastiff,0.98,True,rhodesian ridgeback,0.01,True,pug,0.01,True,https://twitter.com/dog_rates/status/743980027717509120/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg,2016-06-18,10,743980027717509120
blnket,1.1,11,,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z,2412,7443,samoyed,0.96,True,pomeranian,0.01,True,white wolf,0.0,False,https://twitter.com/dog_rates/status/744334592493166593/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,2016-06-19,10,744334592493166593
mttie,1.1,11,,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,5571,17178,labrador retriever,0.48,True,schipperke,0.22,True,staffordshire bullterrier,0.08,True,https://twitter.com/dog_rates/status/786233965241827333/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,2016-10-12,10,786233965241827333
scout,1.1,11,,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,8237,0,golden retriever,0.99,True,cocker spaniel,0.0,True,great pyrenees,0.0,True,"https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1,https://twitter.com/dog_rates/status/779834332596887552/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,2016-10-12,10,786036967502913536
dlls,1.1,11,,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,2334,10183,miniature pinscher,0.44,True,black-and-tan coonhound,0.26,True,rottweiler,0.15,True,"https://twitter.com/dog_rates/status/785533386513321988/photo/1,https://twitter.com/dog_rates/status/785533386513321988/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,2016-10-10,10,785533386513321988
hero,1.1,11,,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,5639,13491,seat belt,0.89,False,eskimo dog,0.03,True,samoyed,0.02,True,"https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1,https://twitter.com/dog_rates/status/785170936622350336/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,2016-10-09,10,785170936622350336
finn,1.1,11,,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,2608,9468,chihuahua,0.79,True,miniature pinscher,0.12,True,toy terrier,0.04,True,"https://twitter.com/dog_rates/status/783466772167098368/photo/1,https://twitter.com/dog_rates/status/783466772167098368/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,2016-10-05,10,783466772167098368
hunter,1.1,11,,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",2090,10093,flat-coated retriever,0.82,True,labrador retriever,0.08,True,curly-coated retriever,0.07,True,"https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,2016-12-19,10,810896069567610880
kenny,1.1,11,,RT @dog_rates: This is Kenny. He just wants to be included in the happenings. 11/10 https://t.co/2S6oye3XqK,6533,0,cardigan,0.61,True,pembroke,0.37,True,chihuahua,0.0,True,"https://twitter.com/dog_rates/status/674291837063053312/photo/1,https://twitter.com/dog_rates/status/674291837063053312/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,2016-10-04,10,783347506784731136
erl,1.1,11,,This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,2565,9112,chesapeake bay retriever,0.24,True,airedale,0.16,True,boxer,0.13,True,"https://twitter.com/dog_rates/status/783085703974514689/photo/1,https://twitter.com/dog_rates/status/783085703974514689/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,2016-10-03,10,783085703974514689
decon,1.1,11,doggo,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,1604,8310,golden retriever,0.56,True,otterhound,0.2,True,clumber,0.04,True,https://twitter.com/dog_rates/status/782747134529531904/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,2016-10-03,10,782747134529531904
rlen,1.1,11,,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx,931,3904,shetland sheepdog,0.43,True,collie,0.34,True,borzoi,0.18,True,"https://twitter.com/dog_rates/status/746056683365994496/photo/1,https://twitter.com/dog_rates/status/746056683365994496/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg,2016-06-23,10,746056683365994496
timmy,1.1,11,,This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,2184,8694,malamute,0.84,True,tibetan mastiff,0.14,True,eskimo dog,0.01,True,https://twitter.com/dog_rates/status/782598640137187329/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,2016-10-02,10,782598640137187329
okley,1.1,11,,This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,2458,9428,mexican hairless,0.89,True,italian greyhound,0.03,True,seat belt,0.03,False,"https://twitter.com/dog_rates/status/781251288990355457/photo/1,https://twitter.com/dog_rates/status/781251288990355457/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,2016-09-28,10,781251288990355457
,1.1,11,,This is a carrot. We only rate dogs. Please only send in dogs. You all really should know this by now ...11/10 https://t.co/9e48aPrBm2,2429,6593,pembroke,0.54,True,beagle,0.21,True,italian greyhound,0.04,True,"https://twitter.com/dog_rates/status/746872823977771008/photo/1,https://twitter.com/dog_rates/status/746872823977771008/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cl1s1p7WMAA44Vk.jpg,2016-06-26,10,746872823977771008
,1.1,11,,"Guys... I said DOGS with ""shark qualities"" or ""costumes."" Not actual sharks. This did me a real frighten ...11/10 https://t.co/DX1JUHJVN7",4548,10534,labrador retriever,0.99,True,golden retriever,0.0,True,doormat,0.0,False,"https://twitter.com/dog_rates/status/747103485104099331/photo/1,https://twitter.com/dog_rates/status/747103485104099331/photo/1,https://twitter.com/dog_rates/status/747103485104099331/photo/1,https://twitter.com/dog_rates/status/747103485104099331/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cl4-pevXEAAb8VW.jpg,2016-06-26,10,747103485104099331
kod,1.1,11,,This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,1505,6141,siberian husky,0.95,True,eskimo dog,0.04,True,pembroke,0.01,True,"https://twitter.com/dog_rates/status/780800785462489090/photo/1,https://twitter.com/dog_rates/status/780800785462489090/photo/1,https://twitter.com/dog_rates/status/780800785462489090/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,2016-09-27,10,780800785462489090
tticus,1.1,11,,This is Atticus. He's remaining calm but his costume looks terrified. 11/10 https://t.co/uT7QeZI34U,1791,5792,shetland sheepdog,0.55,True,marmot,0.17,False,collie,0.04,True,"https://twitter.com/dog_rates/status/747219827526344708/photo/1,https://twitter.com/dog_rates/status/747219827526344708/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cl6odlVWQAIy5uk.jpg,2016-06-27,10,747219827526344708
ber,1.1,11,,"This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",1224,5892,great dane,0.38,True,german shepherd,0.31,True,bull mastiff,0.03,True,https://twitter.com/dog_rates/status/780459368902959104/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,2016-09-26,10,780459368902959104
,1.1,11,,We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,2589,9712,vizsla,0.14,True,mongoose,0.09,False,hatchet,0.07,False,https://twitter.com/dog_rates/status/780192070812196864/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CtPMhwvXYAIt6NG.jpg,2016-09-25,10,780192070812196864
,1.1,11,,Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr,1205,4065,basenji,0.39,True,dingo,0.27,False,chihuahua,0.1,True,https://twitter.com/dog_rates/status/747594051852075008/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/Cl_80k5WkAEbo9m.jpg,2016-06-28,10,747594051852075008
dexter,1.1,11,,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,5990,16060,golden retriever,0.81,True,labrador retriever,0.11,True,brittany spaniel,0.04,True,"https://twitter.com/dog_rates/status/788412144018661376/photo/1,https://twitter.com/dog_rates/status/788412144018661376/photo/1","""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,2016-10-18,10,788412144018661376
lucy,1.1,11,,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",14409,30653,remote control,0.88,False,oscilloscope,0.04,False,golden retriever,0.03,True,https://twitter.com/dog_rates/status/788908386943430656/photo/1,"""http://twitter.com/download/iphone"" ",https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,2016-10-20,10,788908386943430656
